,Unnamed: 0,Name,Position,Club,Division,Based,Nation,Height,Weight,Age,Preferred Foot,Best Pos,Best Role,Value,Wage,CA,PA,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Acc
336,336,IsmaÃ«l Bennacer,"DM, M (C)",Milan,Italian Serie A,Italy (Serie A),ALG,175,70,21,Left,DM,DLP,13750000,46000,142,163,16,14,1,15,15,14,12,14,3,2,4,14,11,15,13,1,13,14,12,5,12,10,3,8,9,3,14,12,15,8,3,14,15,13,10,14,13,14,1,2,15,14,15,15,13,1,14
337,337,James Maddison,"M (LC), AM (RLC)",Leicester,English Premier Division,England (Premier Division),ENG,175,73,22,Right,AM (C),AM,39000000,65000,151,163,13,16,2,16,12,9,8,13,2,1,3,10,15,16,13,3,14,12,7,4,15,8,2,8,5,3,17,16,15,14,3,16,13,14,12,17,12,15,3,3,12,16,12,15,8,2,13
338,338,Jamie Vardy,ST (C),Leicester,English Premier Division,England (Premier Division),ENG,179,74,32,Right,ST (C),PF,30000000,140000,160,163,16,13,2,15,17,12,13,17,3,2,1,5,17,12,17,1,17,16,3,5,12,13,1,11,12,3,7,12,14,18,3,12,17,13,10,7,16,16,2,3,17,12,15,12,17,2,17
339,339,Jefferson FarfÃ¡n,"M (R), AM (RC), ST (C)",Lokomotiv Moscow,Russian Premier League,Russia (Premier League),PER,177,85,34,Right,AM (R),IF,500000,34500,132,163,9,11,1,13,13,8,13,14,4,4,2,9,17,15,13,3,14,15,5,7,10,6,1,10,9,2,14,14,14,14,1,13,11,12,11,13,14,14,3,3,10,14,11,14,9,1,14
340,340,Joe Hart,GK,Tottenham,English Premier Division,England (Premier Division),ENG,196,81,32,Right,GK,SK,17000000,49000,123,163,15,8,13,7,15,3,14,14,13,14,15,13,13,10,7,15,2,13,1,1,3,14,12,17,8,14,7,4,9,3,14,2,16,11,2,3,10,10,9,9,12,13,11,15,10,14,13
341,341,Josip Brekalo,M/AM (RL),VfL Wolfsburg,Bundesliga,Germany (Bundesliga),CRO,175,70,21,Right,M (L),IW,4900000,30000,131,163,10,13,3,15,8,5,7,12,3,4,3,6,10,12,14,2,14,13,5,7,15,5,2,8,5,1,11,17,14,13,1,16,14,9,13,14,9,11,1,2,7,10,12,17,10,1,16
342,342,Juan Cuadrado,D/WB/M/AM (R),Juventus,Italian Serie A,Italy (Serie A),COL,179,72,31,Right,M (R),W,31000000,105000,157,163,14,12,1,13,9,13,9,14,3,3,1,14,9,14,17,3,15,10,11,5,13,4,3,6,10,3,10,15,15,10,2,16,15,10,14,11,11,11,3,2,12,10,13,16,16,3,18
343,343,Kenneth Taylor,"D (C), DM, M (RLC)",Ajax,Keuken Kampioen Divisie,Holland (Keuken Kampioen Divisie),NED,182,66,17,Either,M (C),AP,375000,725,103,163,10,15,3,13,10,8,8,11,1,2,1,10,11,14,8,1,11,12,10,8,9,8,4,8,7,2,11,12,12,10,1,8,19,12,7,12,9,9,2,3,9,9,7,11,8,1,9
344,344,Kostas Manolas,D (C),Napoli,Italian Serie A,Italy (Serie A),GRE,186,85,28,Right,D (C),CD,44500000,125000,155,163,12,9,3,9,12,14,16,15,2,2,2,16,7,11,17,1,9,14,17,8,5,13,3,15,16,1,5,5,10,9,1,8,12,15,5,5,13,15,3,3,16,17,15,12,17,2,14
345,345,Malcom,AM (RL),Zenit,Russian Premier League,Russia (Premier League),BRA,175,71,22,Left,AM (R),IW,14500000,110000,143,163,10,15,2,16,11,4,9,12,3,2,1,6,12,13,15,2,16,13,4,6,14,8,1,8,8,1,15,17,15,12,4,16,14,13,14,14,11,11,1,2,10,15,13,16,7,2,16
346,346,Mario GÃ³mez,ST (C),Unknown,Mexican First Division,Mexico (First Division),GER,189,88,33,Either,ST (C),P,0,0,134,163,12,10,1,11,15,6,16,12,4,3,2,9,14,10,14,2,17,16,6,3,12,12,2,13,14,2,7,9,12,17,1,13,13,13,8,6,14,14,3,3,13,12,16,8,11,3,9
347,347,Medhi Benatia,D (C),Al-Duhail,Qatari Stars League,Qatar (Stars League),MAR,189,94,32,Right,D (C),CD,5250000,92000,153,163,13,8,2,12,12,15,16,15,4,3,4,16,7,13,15,1,10,13,16,10,8,12,2,15,16,4,4,7,13,11,2,11,16,12,7,4,13,13,3,3,17,18,17,12,12,3,11
348,348,Nico Serrano,"M (L), AM (RL), ST (C)",A. Bilbao,Spanish First Division,Spain (First Division),ESP,181,64,16,Left,AM (L),W,625000,3400,105,163,10,10,1,8,9,6,3,10,3,3,3,6,6,10,14,2,10,12,5,8,9,8,1,4,10,3,8,15,11,13,3,14,13,10,10,8,9,11,1,3,2,14,9,14,12,4,14
349,349,Patrick Cutrone,ST (C),Valencia,Spanish First Division,Spain (First Division),ITA,183,75,21,Right,ST (C),PF,25000000,60000,137,163,15,11,2,12,13,7,13,14,2,4,3,6,13,12,15,3,15,15,6,4,11,10,2,12,14,1,7,10,12,14,3,11,18,13,6,3,14,14,1,4,14,14,16,14,13,1,14
350,350,Riyad Mahrez,"M (R), AM (RLC)",Man City,English Premier Division,England (Premier Division),ALG,179,67,28,Left,AM (R),IW,53000000,160000,153,163,10,16,3,17,10,8,8,14,3,1,4,5,11,16,14,3,15,12,5,4,14,5,3,9,6,2,14,17,17,16,3,17,13,13,16,14,13,15,2,3,5,15,14,17,6,3,15
351,351,Unai SimÃ³n,GK,A. Bilbao,Spanish First Division,Spain (First Division),ESP,190,89,22,Right,GK,G,10500000,22500,139,163,12,12,14,9,12,3,9,8,12,14,12,13,3,15,14,12,2,11,3,2,2,4,12,15,1,14,10,3,5,3,7,2,6,13,2,6,13,13,13,13,15,7,11,13,11,15,15
352,352,Wilfred Ndidi,"DM, M (C)",Leicester,English Premier Division,England (Premier Division),NGA,183,74,22,Right,DM,DM,35000000,80000,150,163,17,13,2,13,15,19,14,17,1,1,3,14,11,13,12,1,11,17,13,10,12,10,2,15,14,1,10,11,13,7,2,12,14,13,10,10,13,12,2,1,13,11,18,12,14,2,13
353,353,William Saliba,D (C),OGC Nice,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,193,98,18,Right,D (C),CD,10000000,40000,125,163,14,10,1,12,14,14,14,14,3,1,3,13,9,10,14,3,8,14,14,11,6,10,2,14,13,2,6,8,11,6,3,8,13,11,10,6,13,12,3,1,14,15,13,13,13,3,13
354,354,Antonio RÃƒÂ¼diger,D (RC),Chelsea,English Premier Division,England (Premier Division),GER,190,85,26,Right,D (C),NCB,0,100000,156,163,15,10,1,11,13,16,18,16,2,1,3,14,7,12,16,3,8,10,14,14,8,15,3,15,14,3,9,9,10,7,1,10,17,12,10,5,12,13,3,2,17,17,15,11,15,1,15
355,355,Aaron Wan-Bissaka,D/WB (R),Man Utd,English Premier Division,England (Premier Division),ENG,183,74,21,Right,D (R),WB,25500000,80000,144,162,15,11,3,13,12,20,12,15,2,2,2,13,5,10,15,2,12,14,12,10,7,7,3,8,9,3,5,12,12,5,3,12,15,14,12,5,14,13,1,2,16,14,17,15,14,2,15
356,356,Adil Aouchiche,M (C),AS Saint-Etienne,French National 2 - C,France (National 2 - C),FRA,176,68,16,Right,M (C),AP,250000,3400,96,162,9,12,1,14,13,6,9,10,3,3,2,7,7,11,13,3,12,12,5,5,14,10,3,8,6,3,13,14,13,10,2,12,11,10,9,10,10,12,2,1,12,12,8,14,10,1,13
357,357,Ãaglar SÃ¶yÃ¼ncÃ¼,D (C),Leicester,English Premier Division,England (Premier Division),TUR,185,82,23,Right,D (C),BPD,30000000,45000,147,162,14,9,1,11,13,16,15,13,1,3,1,14,8,12,15,1,7,13,15,8,8,11,1,16,14,2,5,9,12,7,1,12,16,12,7,4,13,14,3,1,17,15,15,12,14,1,14
358,358,Ãlvaro Negredo,ST (C),CÃ¡diz,Spanish First Division,Spain (First Division),ESP,186,86,33,Left,ST (C),DLF,3700000,46500,135,162,13,13,1,15,17,9,16,13,2,3,2,10,16,14,12,4,13,12,10,7,14,12,3,13,16,4,7,12,14,15,1,11,13,13,11,8,13,14,1,2,14,17,16,9,14,1,10
359,359,Alexandre Pato,"AM (L), ST (C)",SÃ£o Paulo,Brazilian National First Division,Brazil (First Division),BRA,180,72,29,Right,AM (L),IW,10750000,36000,134,162,9,12,3,16,9,5,11,12,2,1,3,5,14,12,15,4,13,13,5,6,14,10,1,9,11,2,12,16,15,13,2,15,10,11,10,5,9,12,3,4,8,12,11,13,13,1,16
360,360,Antony,"AM (RC), ST (C)",SÃ£o Paulo,Brazilian National First Division,Brazil (First Division),BRA,173,63,19,Left Only,AM (R),IW,6500000,9000,129,162,13,13,3,16,12,5,11,12,1,2,3,6,11,13,13,3,14,13,6,10,13,11,1,5,12,3,12,14,15,12,3,16,12,13,12,11,13,12,3,3,11,11,13,14,8,1,14
361,361,Clement Lenglet,D (C),Barcelona,Spanish First Division,Spain (First Division),FRA,186,81,24,Left,D (C),BPD,40500000,95000,156,162,15,13,2,13,15,16,15,15,3,1,3,15,8,14,15,2,10,13,15,10,8,14,2,15,15,3,10,10,13,8,1,11,14,15,10,9,16,15,2,1,14,14,16,13,12,1,12
362,362,Dani Carvajal,"D (RL), WB (R)",R. Madrid,Spanish First Division,Spain (First Division),ESP,173,74,27,Right,D (R),WB,47000000,135000,156,162,19,12,1,12,16,15,12,18,2,1,3,12,9,13,14,2,17,16,14,13,9,13,1,8,10,1,8,12,13,8,3,12,16,11,14,11,13,13,1,1,18,17,14,14,17,3,16
363,363,Dani Parejo,"DM, M/AM (C)",Villarreal,Spanish First Division,Spain (First Division),ESP,182,74,30,Right,M (C),DLP,40500000,87000,159,162,16,17,3,15,15,13,13,15,3,2,3,14,18,18,12,1,13,15,9,8,16,15,2,8,8,2,17,13,16,13,1,13,15,15,14,12,12,16,1,2,13,12,16,11,11,2,10
364,364,David Neres,M/AM (RL),Ajax,Eredivisie,Holland (Eredivisie),BRA,176,74,22,Left,AM (R),IW,11500000,43000,149,162,13,13,3,14,13,5,11,14,3,2,2,6,10,15,16,3,15,14,5,7,12,5,1,9,8,2,10,17,15,14,1,17,13,13,13,13,11,12,1,2,13,12,14,15,12,1,16
365,365,Emanuel Vignato,AM (RC),Chievo,Italian Serie B,Italy (Serie B),ITA,175,70,18,Right,AM (R),W,900000,1500,112,162,11,12,4,14,10,4,8,12,2,4,1,4,10,12,12,4,14,12,3,3,11,6,1,7,8,2,9,17,13,12,1,13,14,11,12,10,11,11,2,3,11,12,13,14,9,2,14
366,366,Ferro,D (C),Valencia,Spanish First Division,Spain (First Division),POR,190,83,22,Right,D (C),BPD,7750000,8750,134,162,14,14,1,14,14,15,11,13,1,3,1,13,11,15,11,3,8,16,13,5,11,13,3,16,14,2,6,5,13,8,1,10,11,15,5,5,11,16,2,2,12,14,13,12,8,1,10
367,367,Filip Benkovic,D (C),OHL,Belgian Pro League B,Belgium (Pro League B),CRO,194,80,21,Right,D (C),CD,11250000,30000,129,162,13,10,2,12,14,15,15,13,3,2,2,13,4,12,12,2,7,14,15,10,9,11,2,17,16,2,8,6,12,5,2,8,15,12,3,2,13,12,3,1,14,11,13,10,15,2,10
368,368,Giampaolo Pazzini,ST (C),Verona,Italian Serie A,Italy (Serie A),ITA,180,74,34,Right,ST (C),TM,300000,40000,124,162,13,10,2,12,15,6,13,11,3,1,2,9,15,12,12,3,13,12,5,5,11,14,3,15,15,3,7,8,12,14,3,11,15,14,9,4,13,14,1,2,15,14,14,12,14,3,11
369,369,Hector BellerÃ­n,D/WB (R),Arsenal,English Premier Division,England (Premier Division),ESP,177,72,24,Right,D (R),WB,29500000,110000,148,162,15,10,2,14,14,14,9,15,3,2,3,12,8,11,18,1,14,16,12,12,10,11,1,9,10,1,5,12,12,9,3,13,14,12,12,8,13,13,3,1,15,12,12,15,12,2,19
370,370,Ibrahima Diallo,DM,Southampton,English Premier Division,England (Premier Division),FRA,179,68,20,Right,DM,DLP,6750000,42500,130,162,15,11,2,12,15,13,12,14,4,1,3,13,6,13,13,1,10,13,12,7,8,8,3,9,10,1,7,10,13,7,1,9,12,13,11,7,14,13,2,1,15,15,14,14,12,1,13
371,371,Jose CallejÃ³n,"M (R), AM (RL)",Napoli,Italian Serie A,Italy (Serie A),ESP,178,73,32,Right,AM (R),AP,14750000,92000,153,162,14,15,2,15,16,9,11,14,1,1,1,10,12,15,14,2,18,16,8,5,12,11,2,9,10,1,11,13,16,13,1,12,15,14,17,15,14,13,3,2,14,13,15,15,12,2,15
372,372,Kevin Strootman,"DM, M (C)",Genoa,Italian Serie A,Italy (Serie A),NED,186,80,29,Left,M (C),CM,13750000,99000,141,162,16,14,2,12,17,14,16,15,2,1,1,15,13,15,11,2,13,14,13,5,11,17,2,12,11,3,8,5,13,9,1,10,19,14,11,10,16,15,3,1,16,16,15,11,17,2,11
373,373,Kieran Tierney,"D (LC), WB (L)",Arsenal,English Premier Division,England (Premier Division),SCO,178,76,22,Left,D (L),FB,26500000,75000,145,162,15,10,3,12,15,15,11,14,2,3,3,12,8,12,15,2,13,13,11,11,10,11,1,13,12,1,8,12,13,11,1,13,16,12,15,13,14,11,2,1,17,14,13,15,15,2,16
374,374,Klaas-Jan Huntelaar,ST (C),Ajax,Eredivisie,Holland (Eredivisie),NED,186,80,35,Right,ST (C),P,1000000,43000,139,162,11,10,1,13,11,5,13,12,1,2,3,6,17,11,9,1,17,15,5,3,13,14,1,15,16,3,12,10,15,18,1,9,17,13,8,6,18,17,1,2,14,14,18,10,9,1,9
375,375,Marcelo Brozovic,"DM, M/AM (C)",Inter,Italian Serie A,Italy (Serie A),CRO,181,68,26,Either,M (C),BBM,51000000,105000,161,162,18,16,4,16,15,17,12,19,3,3,1,14,9,16,14,3,14,20,12,3,13,10,3,10,8,1,12,13,15,11,1,13,15,13,11,14,12,12,1,1,15,15,15,11,12,1,12
376,376,Maxi GÃ³mez,ST (C),Valencia,Spanish First Division,Spain (First Division),URU,186,85,22,Right,ST (C),TM,28500000,48000,149,162,15,10,2,11,15,10,17,14,2,1,4,5,14,11,13,2,17,15,11,8,13,12,3,16,18,1,13,12,15,16,3,12,15,14,8,5,17,14,1,1,16,16,16,10,14,1,11
377,377,Maximilian WÃ¶ber,D (LC),FC RB Salzburg,Austrian Premier Division,Austria (Premier Division),AUT,188,77,21,Left,D (L),WB,9250000,6750,126,162,15,11,3,11,13,14,13,13,3,3,4,14,14,13,13,3,10,14,13,9,9,7,1,14,14,3,5,6,12,6,3,10,16,12,8,4,12,11,3,4,12,12,12,12,11,3,14
378,378,NicolÃ¡s DomÃ­nguez,"DM, M (C)",Bologna,Italian Serie A,Italy (Serie A),ARG,179,73,20,Right,M (C),DLP,13750000,54000,135,162,14,14,2,15,14,12,11,15,2,2,2,12,12,15,12,3,14,15,12,7,12,9,2,9,9,2,10,13,15,12,1,11,15,14,10,10,14,14,2,2,12,13,13,14,13,2,13
379,379,Stefan de Vrij,D (C),Inter,Italian Serie A,Italy (Serie A),NED,189,78,27,Right,D (C),BPD,47000000,115000,160,162,16,13,1,14,17,15,16,15,2,3,2,16,8,15,13,2,10,14,17,5,8,12,3,16,16,2,6,12,13,10,1,9,16,14,9,5,13,14,2,2,16,14,17,12,12,3,12
380,380,Thomas Partey,"DM, M (C)",Arsenal,English Premier Division,England (Premier Division),GHA,185,76,26,Right,M (C),BBM,52000000,115000,151,162,17,13,2,13,17,14,15,16,2,2,3,14,8,13,15,2,13,16,13,11,15,12,4,13,15,1,9,11,14,11,3,11,15,15,10,8,14,13,1,4,14,10,13,13,12,2,13
381,381,Willian,M/AM (RLC),Arsenal,English Premier Division,England (Premier Division),BRA,175,78,30,Right Only,AM (R),W,49000000,120000,155,162,19,15,1,16,18,8,11,14,1,1,1,7,15,14,16,1,15,12,5,8,15,8,1,11,9,1,16,15,15,11,1,17,16,14,14,9,12,13,1,1,9,10,14,13,9,1,15
382,382,Fikayo Tomori,"D (RC), WB (R)",Milan,Italian Serie A,Italy (Serie A),ENG,184,75,21,Right,D (C),BPD,0,70000,150,162,15,11,1,11,14,15,15,14,2,3,4,13,5,13,16,1,6,15,13,10,5,12,2,15,14,2,9,9,11,10,3,9,14,13,7,2,13,15,3,4,15,14,13,12,17,2,19
383,383,Jorginho,"DM, M (C)",Chelsea,English Premier Division,England (Premier Division),ITA,180,65,27,Right,DM,DLP,0,110000,158,162,16,15,2,16,17,16,11,16,2,3,1,15,16,18,14,1,14,14,12,2,11,15,3,9,7,3,9,13,15,10,3,12,15,16,12,11,15,16,3,1,14,14,15,14,12,3,13
384,384,Kurt Zouma,D (RC),Chelsea,English Premier Division,England (Premier Division),FRA,190,96,24,Right Only,D (C),CD,0,46000,156,162,15,8,1,10,13,15,20,14,3,4,3,14,7,11,15,2,8,14,13,8,7,13,2,18,17,3,6,7,11,8,3,9,16,14,10,4,12,11,4,1,14,19,13,11,15,1,18
385,385,Ruben Loftus-Cheek,M/AM (C),Fulham,English Premier Division,England (Premier Division),ENG,191,86,23,Right,M (C),DLP,0,150000,150,162,14,15,2,15,14,10,17,11,2,2,1,12,10,14,15,2,14,13,9,5,10,12,3,14,11,2,5,11,15,14,1,15,13,16,10,7,11,16,3,2,12,17,13,11,14,2,16
386,386,Aaron Ramsey,"M (C), AM (RC)",Juventus,Italian Serie A,Italy (Serie A),WAL,178,76,28,Right,M (C),AP,34000000,175000,154,161,16,17,1,17,16,12,12,15,1,2,4,11,12,15,12,2,17,16,9,9,13,12,3,8,5,1,8,14,15,12,3,15,15,15,13,10,14,14,4,2,13,13,14,16,10,2,13
387,387,Ãver Banega,"DM, M/AM (C)",Shabab Al-Ahli,UAE Professional League,U.A.E. (Pro League),ARG,174,71,30,Right,M (C),AP,7000000,105000,152,161,13,17,2,17,15,13,10,14,1,2,2,11,12,16,12,2,14,12,11,4,13,11,3,7,6,3,14,18,17,12,3,16,13,13,15,13,12,16,2,3,11,15,14,13,15,1,12
388,388,Alexandre Lacazette,"AM (R), ST (C)",Arsenal,English Premier Division,England (Premier Division),FRA,175,73,28,Right,ST (C),AF,53000000,180000,158,161,17,14,2,15,15,5,14,16,3,2,3,7,13,13,16,1,17,15,5,3,13,10,3,10,13,2,11,15,15,16,2,14,13,14,11,5,14,15,1,3,14,15,15,16,10,2,16
389,389,Andre Gomes,M/AM (C),Everton,English Premier Division,England (Premier Division),POR,188,84,25,Either,M (C),DLP,30500000,140000,146,161,14,15,2,17,14,12,14,12,2,2,2,11,14,17,13,3,14,13,8,9,13,9,3,12,10,1,13,13,16,11,3,14,12,13,12,11,11,16,3,2,9,15,13,11,10,1,11
390,390,ArnÃ³r SigurÃ°sson,"AM (LC), ST (C)",CSKA Moscow,Russian Premier League,Russia (Premier League),ISL,178,75,20,Right,AM (C),SS,1700000,21000,122,161,9,11,2,14,10,8,8,12,3,2,1,9,9,13,13,1,14,12,7,5,10,7,1,9,8,2,8,12,13,13,1,13,14,13,10,10,14,14,1,2,11,11,14,15,13,2,15
391,391,Diego Alves,GK,Flamengo,Brazilian National First Division,Brazil (First Division),BRA,187,83,34,Left Only,GK,SK,4500000,30000,138,161,12,8,13,11,11,2,12,12,11,17,13,12,2,10,12,16,3,13,3,2,3,14,11,13,3,12,13,6,10,1,7,2,15,13,2,8,15,15,14,13,13,10,15,16,12,12,11
392,392,Donny van de Beek,"DM, M/AM (C)",Man Utd,English Premier Division,England (Premier Division),NED,184,67,22,Right,M (C),DLP,49500000,79000,147,161,18,16,1,15,16,11,11,16,2,2,2,7,11,15,12,3,15,15,10,8,13,13,3,13,11,2,13,13,15,14,1,13,15,12,13,13,14,14,1,3,13,13,13,14,14,2,11
393,393,Fred,ST (C),Cruzeiro,English Premier Division,England (Premier Division),BRA,185,90,35,Either,ST (C),DLF,725000,34500,130,161,10,14,3,13,16,6,13,12,1,3,1,10,13,13,10,3,18,12,6,7,13,14,3,12,15,2,12,13,13,15,1,10,14,13,8,7,11,16,1,3,14,10,14,9,10,2,8
394,394,Gabriel Martinelli,"AM (RLC), ST (C)",Arsenal,English Premier Division,England (Premier Division),BRA,180,75,18,Right,AM (L),IW,20000000,20000,138,161,16,12,2,15,15,5,9,13,3,3,3,6,11,12,15,3,14,13,5,5,8,6,1,11,13,3,10,16,14,12,1,15,15,10,10,5,12,12,1,3,13,10,13,16,12,2,16
395,395,Gavi,"DM, M/AM (C)",Barcelona,Spanish First Division,Spain (First Division),ESP,162,65,14,Right,AM (C),AM,250000,55,95,161,7,12,1,14,9,6,5,9,2,2,2,6,11,12,11,3,11,14,5,6,11,8,1,5,6,2,9,17,12,11,4,13,14,12,9,9,9,10,1,3,11,11,9,15,6,3,12
396,396,Gerard Deulofeu,"AM (RL), ST (C)",Udinese,Italian Serie A,Italy (Serie A),ESP,177,73,25,Right,AM (R),W,18500000,69000,145,161,10,14,3,17,11,5,9,11,3,1,2,7,11,15,15,1,15,12,5,3,14,8,1,7,8,3,14,18,16,11,3,17,12,8,15,14,11,10,2,2,10,12,13,15,7,2,16
397,397,Hulk,AM (RL),SIPG,Chinese Super League,China (Super League),BRA,179,92,32,Left,AM (R),IW,16750000,450000,149,161,12,14,3,15,9,8,15,15,3,3,1,9,14,15,15,2,16,18,5,11,16,15,1,10,8,1,16,17,14,15,1,14,16,13,15,16,12,12,3,1,14,17,12,14,12,1,16
398,398,IÃ±aki Williams,"M (RL), AM (RLC), ST (C)",A. Bilbao,Spanish First Division,Spain (First Division),ESP,186,79,25,Right,AM (R),W,40000000,57000,154,161,16,12,2,14,11,7,12,14,1,3,2,5,9,10,19,1,14,15,5,4,9,7,1,12,13,3,9,11,13,14,2,13,15,12,12,7,13,14,1,2,15,11,12,12,10,3,16
399,399,Jack Butland,GK,Crystal Palace,English Premier Division,England (Premier Division),ENG,196,94,26,Right,GK,SK,7750000,23000,124,161,10,5,11,10,12,2,12,14,11,17,8,11,3,6,11,16,2,15,2,3,2,9,14,14,4,15,11,3,4,2,11,1,6,9,2,6,12,14,4,12,14,12,12,16,10,15,12
400,400,Javairo Dilrosun,M/AM (RL),Hertha Berlin,Bundesliga,Germany (Bundesliga),NED,175,74,21,Left Only,M (L),W,6750000,8250,134,161,14,12,2,15,9,7,10,12,1,2,2,7,10,12,15,3,12,12,5,8,11,6,4,8,5,3,11,17,15,13,1,16,13,9,16,14,9,11,3,1,8,13,13,16,14,3,16
401,401,JesÃºs Navas,D/WB/M/AM (R),Sevilla,Spanish First Division,Spain (First Division),ESP,170,60,33,Right,D (R),WB,10750000,66000,153,161,16,11,1,13,15,11,8,17,1,3,3,14,7,11,16,2,15,16,10,4,11,11,2,6,5,3,7,13,13,9,1,14,14,13,14,8,14,12,4,2,11,13,13,16,9,2,16
402,402,Jonathan David,"AM (RLC), ST (C)",LOSC,Ligue 1 Conforama,France (Ligue 1 Conforama),CAN,177,77,19,Right,AM (L),IW,6250000,42000,130,161,11,8,2,13,8,5,9,11,3,2,1,4,12,10,16,1,7,15,8,9,9,6,2,9,8,3,8,12,12,14,1,13,12,13,8,8,11,14,2,2,12,10,8,12,6,3,16
403,403,Karim Adeyemi,"AM (R), ST (C)",FC Liefering,Austrian First Division,Austria (First Division),GER,177,68,17,Left,ST (C),AF,650000,6750,123,161,14,12,1,13,12,6,10,11,2,1,1,6,7,9,16,2,15,12,6,4,9,7,3,11,7,2,7,9,12,10,3,14,16,10,11,7,10,10,1,4,10,8,12,14,8,1,16
404,404,LÃ¡zaro,"AM (LC), ST (C)",Flamengo,Brazilian National Second Division,Brazil (Second Division),BRA,172,66,17,Right Only,ST (C),F9,48500,35,95,161,12,13,3,14,12,5,10,10,2,1,3,8,8,11,13,3,13,12,5,3,8,5,3,8,12,1,8,15,12,12,3,14,18,12,8,6,12,14,2,1,12,11,13,13,10,1,13
405,405,Lucas Biglia,"DM, M (C)",Fatih KaragÃ¼mrÃ¼k,Turkish Super League,Turkey (Super League),ARG,178,74,33,Right,DM,DLP,3100000,7500,138,161,14,14,1,16,17,15,10,12,2,2,2,16,14,16,9,3,9,9,13,7,14,14,3,8,10,1,14,11,16,8,3,10,15,14,10,15,14,13,1,2,14,15,13,11,14,2,10
406,406,Mahmoud Dahoud,"DM, M (C)",Borussia Dortmund,Bundesliga,Germany (Bundesliga),GER,176,76,23,Right,M (C),AP,15500000,66000,138,161,17,16,1,16,14,12,8,15,3,2,1,11,10,14,11,3,13,14,9,5,13,8,2,8,6,2,9,14,16,10,3,13,11,12,11,9,10,16,2,2,10,10,12,17,13,3,12
407,407,Manuel Akanji,D (C),Borussia Dortmund,Bundesliga,Germany (Bundesliga),SUI,187,91,23,Either,D (C),BPD,16250000,49500,144,161,12,13,2,12,13,16,16,14,1,3,2,11,8,13,17,2,7,13,15,12,11,10,1,15,11,3,9,9,12,6,2,10,14,13,8,4,11,16,2,2,15,17,12,12,10,2,14
408,408,Miranda,D (C),Jiangsu,Chinese Super League,China (Super League),BRA,186,78,34,Right Only,D (C),CD,1900000,105000,137,161,16,10,2,12,15,15,13,12,2,2,3,16,8,11,13,2,9,13,17,3,7,14,2,13,15,1,3,7,12,9,1,9,17,14,7,3,14,14,1,1,16,14,14,11,13,4,11
409,409,Morgan Rogers,"AM (RLC), ST (C)",Lincoln,Sky Bet League One,England (Sky Bet League One),ENG,188,78,16,Either,ST (C),AF,450000,120,95,161,11,9,2,13,8,6,12,11,3,2,1,3,6,9,14,3,13,6,2,1,9,1,2,12,7,1,7,15,10,11,2,13,17,9,9,5,5,10,1,1,6,9,7,8,10,1,15
410,410,Moussa Wague,D/WB (RL),Barcelona,Spanish First Division,Spain (First Division),SEN,177,70,20,Right,D (R),WB,15250000,8000,142,161,12,11,2,13,12,13,11,14,3,1,3,11,8,11,16,3,12,14,12,12,10,8,3,8,6,1,8,13,13,9,2,13,14,13,12,8,12,11,3,2,15,13,12,16,13,3,17
411,411,Naldo,D (C),Unknown,Brazilian National Second Division,Brazil (Second Division),BRA,198,88,36,Right,D (C),BPD,0,0,125,161,12,10,2,11,11,13,16,11,3,3,1,16,9,12,9,2,7,15,13,8,15,14,1,17,17,3,13,13,10,8,1,10,14,11,6,4,13,13,3,3,13,12,14,8,12,3,7
412,412,Piotr Zielinski,"M (LC), AM (C)",Napoli,Italian Serie A,Italy (Serie A),POL,180,75,25,Either,M (C),AP,34000000,33500,154,161,12,14,2,16,14,10,10,14,3,3,2,10,10,17,14,3,16,15,9,3,15,10,2,10,7,4,12,15,16,13,1,14,12,14,12,14,12,14,3,2,12,13,14,15,11,2,14
413,413,Presnel Kimpembe,D (C),Paris SG,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,189,80,23,Left,D (C),BPD,25500000,135000,151,161,14,10,3,13,15,17,16,15,2,2,3,14,8,12,14,3,10,15,15,8,6,12,3,14,16,2,5,8,13,7,3,10,16,14,10,4,15,15,2,4,16,15,15,14,17,1,13
414,414,RaÃºl Albiol,D (C),Villarreal,Spanish First Division,Spain (First Division),ESP,190,82,33,Right,D (C),BPD,6000000,41500,148,161,16,12,2,12,17,14,15,13,1,2,2,15,9,12,14,3,9,11,16,12,11,14,3,15,13,2,6,6,12,9,1,8,13,14,10,4,13,14,1,1,17,16,15,12,11,2,11
415,415,Shkodran Mustafi,D (C),Schalke 04,Bundesliga,Germany (Bundesliga),GER,184,82,27,Right,D (C),CD,21500000,90000,137,161,16,11,1,12,15,16,15,15,2,2,3,14,5,13,15,3,10,15,14,11,4,10,1,14,16,3,3,6,12,9,1,11,14,11,11,4,10,10,1,1,17,14,13,13,14,2,15
